,heart_rate,SPO,label
103,150.0,96.0,4
104,150.0,96.0,4
105,147.9,96.0,4
106,136.0,96.0,8
107,164.5,96.0,3
108,166.0,96.0,3
109,166.0,96.3,3
110,159.4,97.0,3
111,100.0,97.0,6
112,157.20000000000002,96.13333333333333,12
113,166.0,96.41666666666667,3
114,148.70833333333334,97.0,4
115,83.0,97.0,7
116,166.0,97.0,3
117,166.0,97.0,3
118,166.0,97.0,3
119,166.0,97.0,3
120,166.0,97.0,3
121,166.0,97.0,3
122,158.0,97.0,12
123,131.91666666666666,97.0,5
124,88.0,97.0,7
125,139.66666666666669,97.0,8
126,159.6,97.0,3
127,166.0,97.0,3
128,166.0,97.0,3
129,166.0,97.0,3
130,166.0,97.0,3
131,115.95,97.0,1
132,77.39999999999999,97.0,11
133,93.0,97.0,6
134,121.8,97.0,10
135,152.33333333333334,97.0,4
136,166.0,97.0,3
137,166.0,97.0,3
138,150.0,97.0,4
139,162.8,97.0,3
140,158.53333333333333,97.0,3
141,150.0,97.0,4
142,150.0,97.0,4
143,150.0,97.0,4
144,140.66666666666666,97.0,8
145,140.08333333333334,97.0,8
146,150.8,97.0,4
147,166.0,97.0,3
148,166.0,97.0,3
149,166.0,97.0,3
150,151.4,97.0,4
151,93.0,97.0,6
152,166.0,97.0,3
153,166.0,97.0,3
154,160.4,97.0,3
155,152.0,96.875,4
156,166.0,96.0,3
157,155.33333333333334,96.0,12
158,157.2,96.0,12
159,155.75,96.0,12
160,125.0,96.0,9
161,157.8,96.0,12
162,166.0,96.0,3
163,159.6,96.0,3
164,150.0,96.0,4
165,116.75,96.0,1
166,94.75,96.0,6
167,119.0,96.0,17
168,147.66666666666666,96.0,4
169,115.0,96.0,1
170,158.35,96.0,12
171,166.0,96.0,3
172,143.86666666666667,96.0,13
173,83.0,96.0,7
174,150.0,97.0,4
175,104.4,96.2,2
176,125.44444444444444,96.0,9
177,164.0,96.0,3
178,150.0,96.0,4
179,136.0,96.0,8
180,143.5,96.0,13
181,165.2,96.0,3
182,150.0,96.0,4
183,150.0,96.0,4
184,150.0,96.0,4
185,93.0,96.0,6
186,88.27777777777777,96.0,7
187,166.0,96.0,3
188,166.0,96.0,3
189,166.0,96.0,3
190,155.6,96.0,12
191,150.0,96.0,4
192,154.0,96.0,19
193,166.0,96.0,3
194,166.0,96.0,3
195,156.66666666666666,96.0,12
196,116.75,96.35,1
197,145.25,97.0,13
198,150.0,97.0,4
199,150.0,97.0,4
200,150.0,97.0,4
201,150.0,97.0,4
202,150.0,96.1,4
203,150.0,96.0,4
204,160.2777777777778,96.0,3
205,187.0,96.0,0
206,187.0,96.0,0
207,158.53333333333333,96.0,12
208,144.75,96.0,13
209,115.0,96.0,1
210,100.75,96.0,6
211,144.0,96.0,13
212,166.0,96.0,3
213,163.5,96.0,3
214,136.0,96.0,8
215,119.2,96.0,17
216,129.0,96.0,5
217,150.0,96.0,4
218,150.0,96.0,4
219,150.0,96.0,4
220,130.75,96.0,5
221,122.35,96.0,10
222,140.5,96.0,8
223,166.0,96.0,3
224,166.0,96.0,3
225,166.0,96.0,3
226,162.0,96.25,3
227,150.0,97.0,4
228,130.0,97.0,5
229,114.2,97.0,1
230,91.4,96.6,6
231,161.1,96.0,3
232,166.0,96.0,3
233,149.75,96.0,4
234,133.6,96.06666666666666,8
235,100.0,97.0,6
236,112.75,97.0,1
237,115.0,96.35,1
238,134.20000000000002,96.0,8
239,187.0,96.0,0
240,166.0,96.34275136399064,3
241,163.20000000000002,96.15995063652896,3
242,134.625,96.2999074434918,8
243,125.0,96.0,9
244,135.08333333333334,96.0,8
245,107.0,99.0,2
246,107.0,99.0,2
247,107.0,99.0,2
248,107.0,99.0,2
249,107.0,99.0,2
250,107.0,99.0,2
251,166.0,99.0,3
252,166.0,99.0,3
253,166.0,99.0,3
254,166.0,99.0,3
255,166.0,99.0,3
256,166.0,99.0,3
257,150.0,99.0,4
258,150.0,99.0,4
259,112.5,99.0,14
260,100.0,99.0,6
261,100.0,99.0,6
262,136.0,99.0,8
263,136.0,99.0,8
264,139.5,99.0,8
265,150.0,99.0,4
266,150.0,99.0,4
267,150.0,99.0,4
268,150.0,99.0,4
269,150.0,99.0,4
270,150.0,99.0,4
271,150.0,98.0,4
272,150.0,98.0,4
273,150.0,98.0,4
274,150.0,98.0,4
275,150.0,98.0,4
276,150.0,98.0,4
277,150.0,98.0,4
278,150.0,98.0,4
279,150.0,98.0,4
280,150.0,98.0,4
281,150.0,98.0,4
282,150.0,98.0,4
283,150.0,98.0,4
284,150.0,98.0,4
285,150.0,98.0,4
286,150.0,98.0,4
287,150.0,98.0,4
288,150.0,98.0,4
289,150.0,98.0,4
290,150.0,98.0,4
291,150.0,98.0,4
292,150.0,98.0,4
293,150.0,98.0,4
294,150.0,98.0,4
295,150.0,98.0,4
296,150.0,98.0,4
297,150.0,98.0,4
298,150.0,98.0,4
299,150.0,98.5,4
300,150.0,99.0,4
301,150.0,99.0,4
302,150.0,99.0,4
303,150.0,99.0,4
304,150.0,99.0,4
305,150.0,99.0,4
306,150.0,99.0,4
307,150.0,99.0,4
308,150.0,99.0,4
309,150.0,99.0,4
310,150.0,99.0,4
311,150.0,99.0,4
312,150.0,99.0,4
313,150.0,99.0,4
314,150.0,99.0,4
315,150.0,99.0,4
316,150.0,99.0,4
317,150.0,99.0,4
318,138.33333333333334,98.25,8
319,136.0,98.0,8
320,136.0,98.0,8
321,136.0,98.5,8
322,136.0,99.0,8
323,136.0,99.0,8
324,166.0,98.0,3
325,166.0,98.0,3
326,187.0,98.0,0
327,187.0,98.0,0
328,187.0,98.0,0
329,187.0,98.0,0
330,187.0,98.0,0
331,187.0,98.0,0
332,187.0,98.0,0
333,187.0,98.0,0
334,187.0,98.0,0
335,150.0,98.0,4
336,150.0,98.0,4
337,160.66666666666666,98.0,3
338,166.0,98.0,3
339,166.0,98.0,3
340,166.0,98.0,3
341,166.0,98.0,3
342,166.0,98.0,3
343,166.0,98.0,3
344,166.0,98.0,3
345,166.0,98.0,3
346,160.0,98.0,3
347,150.0,98.0,4
348,150.0,98.0,4
349,107.0,98.0,2
350,107.0,98.0,2
351,107.0,98.0,2
352,136.0,97.125,8
353,136.0,97.0,8
354,136.0,97.0,8
355,150.0,97.83333333333333,4
356,150.0,98.0,4
357,150.0,98.0,4
358,150.0,98.0,4
359,150.0,98.0,4
360,150.0,98.0,4
361,150.0,98.0,4
362,150.0,98.0,4
363,150.0,98.0,4
364,150.0,98.0,4
365,150.0,98.0,4
366,150.0,98.0,4
367,150.0,98.16666666666667,4
368,150.0,99.0,4
369,150.0,99.0,4
370,150.0,99.0,4
371,150.0,99.0,4
372,150.0,99.0,4
373,150.0,99.0,4
374,150.0,99.0,4
375,150.0,99.0,4
376,150.0,99.0,4
377,137.75,99.0,8
378,136.0,99.0,8
379,136.0,99.0,8
380,136.0,99.0,8
381,136.0,99.0,8
382,136.0,99.0,8
383,150.0,99.0,4
384,150.0,99.0,4
385,150.0,99.0,4
386,150.0,99.0,4
387,150.0,99.0,4
388,150.0,99.0,4
389,150.0,99.0,4
390,150.0,99.0,4
391,150.0,99.0,4
392,150.0,99.0,4
393,150.0,99.0,4
394,150.0,99.0,4
395,150.0,99.0,4
396,150.0,99.0,4
397,150.0,99.0,4
398,150.0,99.0,4
399,150.0,99.0,4
400,150.0,99.0,4
401,123.75,99.0,9
402,115.0,99.0,1
403,115.0,99.0,1
404,166.0,99.0,3
405,166.0,99.0,3
406,160.0,99.0,3
407,150.0,99.0,4
408,150.0,99.0,4
409,150.0,99.0,4
410,150.0,99.0,4
411,150.0,99.0,4
412,150.0,99.0,4
413,150.0,99.0,4
414,150.0,99.0,4
415,150.0,99.0,4
416,150.0,99.0,4
417,150.0,99.0,4
418,150.0,99.0,4
419,137.75,99.0,8
420,136.0,99.0,8
421,136.0,99.0,8
422,150.0,99.0,4
423,150.0,99.0,4
424,142.2222222222222,99.0,8
425,136.0,99.0,8
426,136.0,99.0,8
427,136.0,99.0,8
428,136.0,99.0,8
429,141.25,99.0,8
430,150.0,99.0,4
431,150.0,99.0,4
432,150.0,99.0,4
433,150.0,99.0,4
434,150.0,99.0,4
435,150.0,99.0,4
436,166.0,99.0,3
437,166.0,99.0,3
438,166.0,99.0,3
439,166.0,99.0,3
440,166.0,99.0,3
441,166.0,99.0,3
442,166.0,99.0,3
443,166.0,99.0,3
444,166.0,99.0,3
445,166.0,99.0,3
446,160.0,99.0,3
447,150.0,99.0,4
448,150.0,99.0,4
449,166.0,99.0,3
450,166.0,99.0,3
451,155.75,99.0,15
452,125.0,99.0,9
453,125.0,99.0,9
454,125.0,99.0,9
455,136.0,99.0,8
456,136.0,99.0,8
457,136.0,99.0,8
458,150.0,99.0,4
459,150.0,99.0,4
460,150.0,99.0,4
461,150.0,99.0,4
462,150.0,99.0,4
463,137.5,99.0,8
464,125.0,99.0,9
465,125.0,99.0,9
466,137.5,99.0,8
467,150.0,99.0,4
468,150.0,99.0,4
469,159.25,99.0,3
470,187.0,99.0,0
471,187.0,99.0,0
472,166.0,99.0,3
473,166.0,99.0,3
474,166.0,99.0,3
475,187.0,99.0,0
476,187.0,99.0,0
477,166.0,99.0,3
478,166.0,99.0,3
479,166.0,99.0,3
480,166.0,99.0,3
481,166.0,99.0,3
482,158.0,99.0,12
483,150.0,99.0,4
484,150.0,99.0,4
485,156.0,99.0,15
486,166.0,99.0,3
487,166.0,99.0,3
488,166.0,99.0,3
489,166.0,98.0,3
490,166.0,98.0,3
491,166.0,98.0,3
492,166.0,98.0,3
493,166.0,98.0,3
494,166.0,98.75,3
495,166.0,99.0,3
496,166.0,99.0,3
497,150.0,99.0,4
498,150.0,99.0,4
499,150.0,99.0,4
500,166.0,98.0,3
501,166.0,98.0,3
502,166.0,98.0,3
503,166.0,98.0,3
504,166.0,98.0,3
505,158.0,98.0,12
506,150.0,98.0,4
507,150.0,98.0,4
508,150.0,98.0,4
509,150.0,98.0,4
510,150.0,98.0,4
511,150.0,98.0,4
512,150.0,98.0,4
513,150.0,98.0,4
514,150.0,98.0,4
515,139.5,98.0,8
516,136.0,98.0,8
517,136.0,98.0,8
518,136.0,98.0,8
519,136.0,98.0,8
520,136.0,98.0,8
521,141.25,98.0,8
522,150.0,98.0,4
523,150.0,98.0,4
524,148.25,98.0,4
525,136.0,98.0,8
526,136.0,98.0,8
527,136.0,98.0,8
528,136.0,98.0,8
529,136.0,98.0,8
530,136.0,98.0,8
531,150.0,98.0,4
532,150.0,98.0,4
533,150.0,98.0,4
534,150.0,98.0,4
535,150.0,98.0,4
536,140.625,98.0,8
537,125.0,98.0,9
538,125.0,98.0,9
539,150.0,98.0,4
540,150.0,98.0,4
541,150.0,98.0,4
542,138.33333333333334,98.0,8
543,136.0,98.0,8
544,136.0,98.0,8
545,143.0,98.0,13
546,150.0,98.0,4
547,150.0,98.0,4
548,150.0,98.33333333333333,4
549,150.0,99.0,4
550,150.0,99.0,4
551,150.0,99.0,4
552,150.0,99.0,4
553,150.0,99.0,4
554,150.0,99.0,4
555,150.0,99.0,4
556,150.0,99.0,4
557,150.0,99.0,4
558,139.5,98.25,8
559,136.0,98.0,8
560,136.0,98.0,8
561,136.0,98.0,8
562,136.0,98.0,8
563,136.0,98.0,8
564,136.0,98.0,8
565,136.0,98.0,8
566,136.0,98.0,8
567,138.33333333333334,98.0,8
568,150.0,98.0,4
569,150.0,98.0,4
570,150.0,98.0,4
571,150.0,98.875,4
572,150.0,99.0,4
573,150.0,99.0,4
574,141.25,98.375,8
575,136.0,98.0,8
576,136.0,98.0,8
577,136.0,98.375,8
578,136.0,99.0,8
579,136.0,99.0,8
580,138.33333333333334,99.0,8
581,150.0,99.0,4
582,150.0,99.0,4
583,150.0,98.875,4
584,150.0,98.0,4
585,150.0,98.0,4
586,150.0,98.0,4
587,150.0,98.0,4
588,150.0,98.0,4
589,150.0,98.0,4
590,150.0,98.0,4
591,150.0,98.0,4
592,150.0,98.0,4
593,136.0,99.0,8
594,136.0,99.0,8
595,136.0,99.0,8
596,150.0,99.0,4
597,150.0,99.0,4
598,150.0,99.0,4
599,150.0,98.0,4
600,150.0,98.0,4
601,150.0,98.0,4
602,150.0,98.0,4
603,150.0,98.0,4
604,150.0,98.0,4
605,150.0,98.5,4
606,150.0,99.0,4
607,150.0,99.0,4
608,150.0,98.75,4
609,150.0,98.0,4
610,150.0,98.0,4
611,150.0,98.0,4
612,150.0,98.0,4
613,150.0,98.0,4
614,150.0,98.0,4
615,150.0,98.0,4
616,150.0,98.0,4
617,150.0,98.0,4
618,150.0,98.0,4
619,150.0,98.0,4
620,150.0,98.0,4
621,150.0,98.0,4
622,150.0,98.0,4
623,150.0,98.0,4
624,148.25,98.0,4
625,136.0,98.0,8
626,136.0,98.0,8
627,136.0,98.0,8
628,136.0,98.875,8
629,123.5,99.0,9
630,136.0,99.0,8
631,136.0,98.16666666666667,8
632,136.0,98.0,8
633,136.0,98.0,8
634,136.0,98.625,8
635,136.0,99.0,8
636,136.0,99.0,8
637,141.25,99.0,8
638,150.0,99.0,4
639,150.0,99.0,4
640,150.0,99.0,4
641,150.0,99.0,4
642,150.0,99.0,4
643,150.0,99.0,4
644,150.0,99.0,4
645,150.0,99.0,4
646,150.0,99.0,4
647,150.0,99.0,4
648,150.0,99.0,4
649,150.0,99.0,4
650,150.0,99.0,4
651,150.0,99.0,4
652,150.0,99.0,4
653,150.0,99.0,4
654,150.0,99.0,4
655,150.0,99.0,4
656,150.0,99.0,4
657,150.0,98.0,4
658,150.0,98.0,4
659,150.0,98.0,4
660,150.0,98.75,4
661,150.0,99.0,4
662,150.0,99.0,4
663,150.0,99.0,4
664,150.0,99.0,4
665,150.0,99.0,4
666,150.0,99.0,4
667,150.0,99.0,4
668,150.0,99.0,4
669,148.25,99.0,4
670,136.0,99.0,8
671,136.0,99.0,8
672,136.0,99.0,8
673,136.0,99.0,8
674,136.0,99.0,8
675,136.0,99.0,8
676,150.0,99.0,4
677,150.0,99.0,4
678,150.0,99.0,4
679,150.0,99.0,4
680,150.0,99.0,4
681,150.0,99.0,4
682,150.0,99.0,4
683,150.0,99.0,4
684,150.0,99.0,4
685,150.0,99.0,4
686,150.0,99.0,4
687,150.0,99.0,4
688,150.0,99.0,4
689,150.0,99.0,4
690,150.0,99.0,4
691,136.0,99.0,8
692,136.0,99.0,8
693,140.66666666666666,99.0,8
694,150.0,99.0,4
695,150.0,99.0,4
696,150.0,99.0,4
697,150.0,99.0,4
698,150.0,99.0,4
699,150.0,99.0,4
700,166.0,99.0,3
701,166.0,99.0,3
702,166.0,99.0,3
703,150.0,99.0,4
704,150.0,99.0,4
705,158.0,99.0,12
706,166.0,99.0,3
707,166.0,99.0,3
708,150.0,99.0,4
709,150.0,99.0,4
710,150.0,99.0,4
711,150.0,99.0,4
712,150.0,99.0,4
713,150.0,99.0,4
714,107.25,99.0,2
715,93.0,99.0,6
716,93.0,99.0,6
717,114.5,99.0,1
718,136.0,99.0,8
719,136.0,99.0,8
720,139.5,99.0,8
721,150.0,99.0,4
722,150.0,99.0,4
723,150.0,99.0,4
724,123.5,99.0,9
725,136.0,99.0,8
726,136.0,99.0,8
727,125.0,99.0,9
728,125.0,99.0,9
729,125.0,99.0,9
730,140.625,99.0,8
731,150.0,99.0,4
732,150.0,99.0,4
733,100.0,99.0,6
734,100.0,99.0,6
735,100.0,99.0,6
736,107.0,99.0,2
737,107.0,99.0,2
738,107.0,99.0,2
739,139.25,99.0,8
740,150.0,99.0,4
741,150.0,99.0,4
742,160.66666666666666,99.0,3
743,166.0,99.0,3
744,166.0,99.0,3
745,158.0,99.0,12
746,150.0,99.0,4
747,150.0,99.0,4
748,150.0,99.0,4
749,150.0,99.0,4
750,150.0,99.0,4
751,166.0,98.4593741782803,3
752,166.0,98.4593741782803,3
753,136.0,99.0,8
754,136.0,98.51343676045227,8
755,107.33333333333333,98.4593741782803,2
756,101.0,98.4593741782803,6
757,125.0,98.4593741782803,9
758,125.0,98.4593741782803,9
759,125.0,98.15312472609344,9
760,114.25,100.0,1
761,100.0,100.0,6
762,100.0,100.0,6
763,108.75,100.0,2
764,126.1,99.95,9
765,136.0,99.0,8
766,136.0,98.56749934262423,8
767,113.66666666666667,98.4593741782803,1
768,107.0,98.4593741782803,2
769,107.0,98.4593741782803,2
770,100.0,98.4593741782803,6
771,100.0,98.4593741782803,6
772,100.0,98.4593741782803,6
773,107.5,98.4593741782803,2
774,115.0,98.4593741782803,1
775,114.6,98.4593741782803,1
776,107.0,99.0,2
777,111.4,99.0,2
778,112.2,99.0,14
779,107.0,99.05,2
780,107.0,100.0,2
781,112.0,99.10130160399684,14
782,123.4,98.4593741782803,9
783,138.1,98.4593741782803,8
784,150.0,98.4593741782803,4
785,161.2,98.4593741782803,3
786,166.0,98.27562450696819,3
787,155.8,98.15,15
788,115.0,99.0,1
789,109.0,99.0,2
790,100.0,100.0,6
791,100.0,100.0,6
792,105.6,99.25,2
793,107.0,99.0,2
794,93.5,98.86484354457008,6
795,91.8,99.55,6
796,112.0,100.0,14
797,107.0,100.0,2
798,107.0,99.15,2
799,112.2,99.0,14
800,115.0,99.0,1
801,115.0,99.0,1
802,124.5,99.0,9
803,107.5,99.0,2
804,100.0,99.0,6
805,100.0,99.0,6
806,100.0,99.0,6
807,100.0,99.0,6
808,150.0,100.0,4
809,150.0,100.0,4
810,125.0,100.0,9
811,125.0,100.0,9
812,101.25,100.0,6
813,107.0,98.60000000000001,2
814,107.0,97.0,2
815,107.0,95.32156192479621,2
816,107.0,98.60354106407222,2
817,107.0,98.97296870891401,2
818,107.0,97.5,2
819,110.55555555555556,99.0,2
820,150.0,99.0,4
821,150.0,99.0,4
822,136.66666666666666,99.0,8
823,107.0,99.0,2
824,100.7,99.85,6
825,107.0,99.85,2
826,107.0,99.0,2
827,107.0,99.0,2
828,107.0,99.0,2
829,109.0,99.0,2
830,115.0,99.0,1
831,107.0,99.0,2
832,112.86666666666667,99.0,14
833,136.6,98.86484354457008,8
834,150.0,99.0,4
835,138.79999999999998,98.60354106407222,8
836,136.0,98.4593741782803,8
837,136.0,98.4593741782803,8
838,136.0,97.9485932158822,8
839,136.0,97.3,8
840,136.0,99.0,8
841,149.06666666666666,99.0,4
842,150.0,99.4,4
843,150.0,99.69187483565605,4
844,150.0,98.4593741782803,4
845,136.0,98.4593741782803,8
846,136.0,98.4593741782803,8
847,126.25,100.0,9
848,150.0,100.0,4
849,136.0,99.1,8
850,137.4,97.15,8
851,150.0,100.0,4
852,119.0,96.0,17
853,119.45,96.0,17
854,88.0,96.0,7
855,121.6,96.05,10
856,136.0,96.0,8
857,131.625,96.0,5
858,115.0,96.0,1
859,115.0,96.0,1
860,115.0,96.0,1
861,115.0,96.0,1
862,115.0,96.0,1
863,125.0,97.22968708914016,9
864,107.0,98.4593741782803,2
865,107.0,98.4593741782803,2
866,107.0,98.4593741782803,2
867,107.0,97.59859321588219,2
868,107.0,96.0,2
869,107.0,96.0,2
870,112.2,97.47562450696819,1
871,115.0,98.4593741782803,1
872,115.0,98.4593741782803,1
873,115.0,98.4593741782803,1
874,115.0,98.4593741782803,1
875,115.0,98.4593741782803,1
876,115.0,98.4593741782803,1
877,125.0,98.4593741782803,9
878,115.0,98.4593741782803,1
879,115.66666666666667,98.4593741782803,1
880,125.0,98.4593741782803,9
881,150.0,98.4593741782803,4
882,150.0,98.4593741782803,4
883,150.0,98.06890612674204,4
884,140.9,99.2,8
885,115.0,99.0,1
886,115.0,99.0,1
887,139.5,99.0,8
888,155.33333333333334,99.26666666666667,15
889,166.0,100.0,3
890,187.0,99.0,0
891,136.0,100.0,8
892,110.73333333333333,99.53333333333335,2
893,107.0,99.0,2
894,107.0,99.0,2
895,107.0,97.25,2
896,87.8,97.0,7
897,75.0,97.0,16
898,75.0,97.0,16
899,136.0,98.9,8
900,136.7,99.0,8
901,150.0,99.0,4
902,139.73333333333332,99.0,8
903,100.0,99.0,6
904,100.0,99.73333333333333,6
905,115.0,97.0,1
906,115.0,98.60000000000001,1
907,115.0,99.375,1
908,115.0,100.0,1
909,115.0,100.0,1
910,124.33333333333333,98.6647909545096,9
911,125.0,98.70265579805417,9
912,136.0,99.0,8
913,115.0,99.0,1
914,110.6,98.72968708914016,2
915,107.0,98.84453063371022,2
916,107.4,100.0,2
917,115.0,100.0,1
918,115.0,99.45,1
919,115.0,99.3,1
920,115.0,99.91666666666667,1
921,115.0,99.0,1
922,109.8,99.0,2
923,110.2,99.0,2
924,113.4,98.97296870891401,14
925,107.0,99.0,2
926,100.0,99.0,6
927,107.0,99.0,2
928,113.0,99.0,14
929,107.0,99.0,2
930,100.0,99.0,6
931,108.75,99.0,2
932,125.0,99.0,9
933,125.0,99.0,9
934,115.0,99.0,1
935,115.0,99.0,1
936,116.0,95.55265579805416,1
937,113.75,95.82296870891402,1
938,124.33333333333333,99.0,9
939,115.0,99.0,1
940,115.0,99.0,1
941,115.0,99.0,1
942,115.0,99.0,1
943,115.0,99.0,1
944,115.0,99.0,1
945,109.8,99.0,2
946,107.0,99.0,2
947,107.0,99.0,2
948,107.0,99.0,2
949,112.6,99.0,14
950,125.0,99.0,9
951,107.0,99.0,2
952,107.0,99.0,2
953,110.2,99.0,2
954,114.6,99.0,1
955,107.0,99.0,2
956,107.0,98.0,2
957,107.0,97.0,2
958,107.0,97.0,2
959,116.0,97.0,1
960,125.0,97.0,9
961,125.0,97.0,9
962,129.125,96.625,5
963,136.0,96.0,8
964,136.0,96.0,8
965,132.33333333333334,96.0,5
966,125.0,96.0,9
967,125.0,96.0,9
968,121.25,96.0,10
969,115.0,96.0,1
970,115.0,96.0,1
971,115.0,96.0,1
972,115.0,96.0,1
973,115.0,96.0,1
974,115.0,96.0,1
975,115.0,96.0,1
976,115.0,96.0,1
977,115.0,96.0,1
978,125.0,96.0,9
979,125.0,96.0,9
980,125.0,96.0,9
981,125.0,96.0,9
982,125.0,96.0,9
983,125.0,96.0,9
984,125.0,96.0,9
985,125.0,96.0,9
986,125.0,96.0,9
987,125.0,96.0,9
988,125.0,96.0,9
989,125.0,96.0,9
990,125.0,96.0,9
991,125.0,96.0,9
992,119.44444444444444,96.0,17
993,115.0,96.0,1
994,115.0,96.0,1
995,115.0,96.0,1
996,115.0,96.0,1
997,115.0,96.0,1
998,115.0,96.0,1
999,115.0,96.0,1
1000,115.0,96.0,1
1001,117.5,96.0,1
1002,125.0,96.0,9
1003,125.0,96.0,9
1004,125.0,96.0,9
1005,125.0,96.0,9
1006,125.0,96.0,9
1007,125.0,96.0,9
1008,125.0,96.0,9
1009,125.0,96.0,9
1010,122.33333333333333,96.0,10
1011,93.0,96.0,6
1012,93.0,96.0,6
1013,93.0,96.0,6
1014,112.25,96.0,1
1015,115.0,96.0,1
1016,115.0,96.0,1
1017,115.0,96.0,1
1018,115.0,96.0,1
1019,115.0,96.0,1
1020,115.0,96.0,1
1021,115.0,96.0,1
1022,115.0,96.0,1
1023,122.5,96.0,10
1024,125.0,96.0,9
1025,125.0,96.0,9
1026,113.75,96.0,1
1027,107.0,96.0,2
1028,107.0,96.0,2
1029,107.0,96.0,2
1030,107.0,96.0,2
1031,107.0,96.0,2
1032,109.66666666666667,96.0,2
1033,115.0,96.0,1
1034,115.0,96.0,1
1035,115.0,96.0,1
1036,115.0,96.0,1
1037,115.0,96.0,1
1038,115.0,96.0,1
1039,115.0,96.0,1
1040,115.0,96.0,1
1041,115.0,96.0,1
1042,115.0,96.0,1
1043,115.0,96.0,1
1044,115.0,96.0,1
1045,125.0,96.0,9
1046,125.0,96.0,9
1047,125.0,96.0,9
1048,125.0,96.0,9
1049,125.0,96.0,9
1050,125.0,96.0,9
1051,135.08333333333334,96.0,8
1052,136.0,96.0,8
1053,136.0,96.0,8
1054,125.0,96.0,9
1055,125.0,96.0,9
1056,125.0,96.0,9
1057,125.0,96.0,9
1058,125.0,96.0,9
1059,125.0,96.0,9
1060,125.0,96.0,9
1061,125.0,96.0,9
1062,118.75,96.0,17
1063,115.0,96.0,1
1064,115.0,96.0,1
1065,115.0,96.0,1
1066,115.0,96.0,1
1067,115.0,96.0,1
1068,115.0,96.0,1
1069,115.0,96.0,1
1070,115.0,96.0,1
1071,115.0,96.0,1
1072,115.0,96.0,1
1073,115.0,96.0,1
1074,115.0,96.0,1
1075,115.0,96.0,1
1076,115.0,96.0,1
1077,116.25,96.0,1
1078,125.0,96.0,9
1079,125.0,96.0,9
1080,125.0,96.0,9
1081,107.0,96.0,2
1082,107.0,96.0,2
1083,107.0,96.0,2
1084,113.0,96.0,1
1085,115.0,96.0,1
1086,115.0,96.0,1
1087,115.0,96.0,1
1088,115.0,96.0,1
1089,115.0,96.0,1
1090,121.66666666666667,96.0,10
1091,125.0,96.0,9
1092,125.0,96.0,9
1093,120.0,96.0,17
1094,115.0,96.0,1
1095,115.0,96.0,1
1096,115.0,96.0,1
1097,115.0,96.0,1
1098,115.0,96.0,1
1099,100.33333333333333,96.0,6
1100,71.0,96.0,18
1101,71.0,96.0,18
1102,84.5,96.0,7
1103,107.0,96.0,2
1104,107.0,96.0,2
1105,114.25,96.0,1
1106,136.0,96.0,8
1107,136.0,96.0,8
1108,135.08333333333334,96.0,8
1109,125.0,96.0,9
